,case:concept:name,case:creator,lifecycle:transition,time:timestamp,org:resource,category,application,concept:name,event_src_path,event_dest_path,clipboard_content,mouse_coord,workbook,current_worksheet,worksheets,sheets,cell_content,cell_range,cell_range_number,window_size,slides,effect,hotkey,id,title,description,browser_url,eventQual,tab_moved_from_index,tab_moved_to_index,newZoomFactor,oldZoomFactor,tab_pinned,tab_audible,tab_muted,window_ingognito,file_size,tag_category,tag_type,tag_name,tag_title,tag_value,tag_checked,tag_html,tag_href,tag_innerText,tag_option,tag_attributes,xpath,xpath_full
91,0413013626000000,SmartRPA by marco2012,complete,2020-04-13T01:42:54.000,maxwelljames,MicrosoftOffice,Microsoft PowerPoint,printPresentation,/say/however.mp3,,,,,,,,,,,,"0, 1, 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0413013626000000,SmartRPA by marco2012,complete,2020-04-13T01:43:08.000,maxwelljames,MicrosoftOffice,Microsoft Word,openDocument,/culture/maintain.mov,,,,,,,,,,,,,,,,sing,,,,,,,,,,,,,,,,,,,,,,,,,
93,0413013626000000,SmartRPA by marco2012,complete,2020-04-13T01:43:17.000,maxwelljames,MicrosoftOffice,Microsoft Excel,editCellSheet,,,,,Workbook10,Sheet13,"['Sheet13', 'Sheet3']",,sing,R18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0413013626000000,SmartRPA by marco2012,complete,2020-04-13T01:43:28.000,maxwelljames,MicrosoftOffice,Microsoft Word,rightClickWindow,/whatever/gas.avi,,,,,,,,,,,,,,,,produce,,,,,,,,,,,,,,,,,,,,,,,,,
95,0413013626000000,SmartRPA by marco2012,complete,2020-04-13T01:43:52.000,maxwelljames,MicrosoftOffice,Microsoft Excel,deactivateWorkbook,,,,,Workbook12,Sheet19,['Sheet19'],,scene,H13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0413013626000000,SmartRPA by marco2012,complete,2020-04-13T01:44:22.000,maxwelljames,OperatingSystem,Explorer,openFile,/very/follow.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0413013626000000,SmartRPA by marco2012,complete,2020-04-13T01:44:25.000,maxwelljames,MicrosoftOffice,Microsoft Excel,worksheetTableUpdated,,,,,Workbook18,Sheet16,['Sheet16'],,west,H13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0413013626000000,SmartRPA by marco2012,complete,2020-04-13T01:44:59.000,maxwelljames,OperatingSystem,Clipboard,paste,,,Matter dream the believe.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0413013626000000,SmartRPA by marco2012,complete,2020-04-13T01:45:52.000,maxwelljames,OperatingSystem,Explorer,selectFile,/half/listen.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0518134809000000,SmartRPA by marco2012,complete,2020-05-18T13:48:27.000,jasonmosley,MicrosoftOffice,Microsoft Excel,editCellSheet,,,,,Workbook13,Sheet10,"['Sheet10', 'Sheet11']",,yes,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0518134809000000,SmartRPA by marco2012,complete,2020-05-18T13:49:06.000,jasonmosley,MicrosoftOffice,Microsoft Excel,deselectWorksheet,,,,,Workbook16,Sheet11,['Sheet11'],,walk,M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
